0,Tony,18_35_57_2021_02_06,50,200,0
0.1425,-0.08750001,-1.08575,0.07975,-0.007,1.04175
0.14175,-0.08725,-1.0865,0.07725,-0.00575,1.04125
0.14075,-0.08825,-1.088,0.078,-0.005,1.04225
0.14075,-0.08825,-1.088,0.078,-0.005,1.04225
0.14225,-0.089,-1.0855,0.07775,-0.005,1.0415
0.14225,-0.089,-1.08575,0.07875001,-0.0055,1.041
0.14225,-0.0885,-1.086,0.07975,-0.00575,1.0425
0.14,-0.09,-1.08425,0.07725,-0.00575,1.041
0.14325,-0.08925001,-1.08625,0.07975,-0.00675,1.04125
0.141,-0.08925001,-1.0855,0.0785,-0.00675,1.04225
0.1425,-0.08775,-1.0865,0.0785,-0.00675,1.04125
0.14025,-0.09,-1.08375,0.0775,-0.0055,1.0405
0.14275,-0.0885,-1.086,0.07925,-0.00725,1.0425
0.1415,-0.08800001,-1.08575,0.07875001,-0.00625,1.04225
0.1425,-0.0895,-1.086,0.07825001,-0.00725,1.04125
0.1425,-0.08800001,-1.08725,0.0785,-0.00575,1.04175
0.14325,-0.08875,-1.086,0.07725,-0.00475,1.04
0.14325,-0.08875,-1.08625,0.079,-0.00675,1.041
0.141,-0.08825,-1.085,0.079,-0.00675,1.04175
0.142,-0.0885,-1.08475,0.07875001,-0.006,1.041
0.1415,-0.0885,-1.085,0.07875001,-0.00675,1.04125
0.1415,-0.08775,-1.08675,0.078,-0.00625,1.04225
0.14175,-0.08875,-1.086,0.0785,-0.0075,1.04175
0.14225,-0.08800001,-1.08725,0.07725,-0.005,1.04075
0.141,-0.08825,-1.08575,0.078,-0.00675,1.042
0.14175,-0.0895,-1.085,0.07825001,-0.00575,1.042
0.14175,-0.0885,-1.08625,0.079,-0.0055,1.04175
0.14225,-0.08975001,-1.08475,0.078,-0.00725,1.04125
0.1425,-0.089,-1.0855,0.07700001,-0.00625,1.04075
0.142,-0.0885,-1.08625,0.07925,-0.00675,1.04125
0.14075,-0.089,-1.085,0.07825001,-0.0055,1.04075
0.142,-0.08825,-1.086,0.07875001,-0.007,1.042
0.141,-0.0895,-1.0855,0.0775,-0.006,1.04125
0.1435,-0.08875,-1.086,0.07775,-0.00475,1.04125
0.14275,-0.08925001,-1.08525,0.07825001,-0.00575,1.04175
0.1425,-0.0885,-1.0855,0.07875001,-0.00675,1.042
0.1425,-0.09,-1.085,0.07700001,-0.0055,1.0405
0.1415,-0.08800001,-1.08575,0.0775,-0.006,1.04075
0.142,-0.0885,-1.08575,0.07825001,-0.00775,1.04175
0.141,-0.08800001,-1.086,0.078,-0.0075,1.04125
0.14,-0.089,-1.08475,0.07875001,-0.00775,1.04175
0.14075,-0.08925001,-1.085,0.079,-0.00575,1.04225
0.142,-0.08775,-1.08625,0.07625,-0.006,1.04075
0.14175,-0.0885,-1.086,0.0775,-0.006,1.042
0.14125,-0.08825,-1.0845,0.079,-0.005,1.042
0.1425,-0.089,-1.0845,0.0775,-0.00575,1.0415
0.14225,-0.08825,-1.08725,0.07700001,-0.006,1.04125
0.14075,-0.08925001,-1.0845,0.078,-0.006,1.041
0.14225,-0.08875,-1.08575,0.07775,-0.007,1.04175
0.14025,-0.089,-1.0845,0.07775,-0.0065,1.041
0.142,-0.08675,-1.087,0.0775,-0.0065,1.0415
0.14225,-0.0885,-1.08575,0.07700001,-0.0065,1.04025
0.14175,-0.08800001,-1.08575,0.07875001,-0.00675,1.04225
0.14175,-0.08800001,-1.08575,0.0795,-0.0065,1.043
0.1405,-0.08975001,-1.08475,0.0785,-0.00625,1.0425
0.14175,-0.08825,-1.08525,0.07700001,-0.00575,1.042
0.14275,-0.089,-1.08575,0.07725,-0.00625,1.0415
0.1435,-0.08925001,-1.086,0.07650001,-0.00525,1.0405
0.142,-0.08825,-1.0855,0.07675,-0.00625,1.04075
0.14275,-0.08875,-1.085,0.07775,-0.00625,1.04075
0.141,-0.08775,-1.086,0.07675,-0.0055,1.041
0.141,-0.0885,-1.08575,0.07775,-0.00675,1.041
0.14175,-0.08775,-1.0865,0.07875001,-0.00525,1.04125
0.142,-0.08875,-1.085,0.07575,-0.00525,1.041
0.142,-0.08825,-1.0865,0.07775,-0.00675,1.0415
0.14225,-0.08775,-1.0855,0.07775,-0.007,1.042
0.14275,-0.08925001,-1.0855,0.07675,-0.007,1.04225
0.14175,-0.08875,-1.0855,0.07600001,-0.008,1.0405
0.14275,-0.0885,-1.08575,0.07775,-0.00675,1.04125
0.142,-0.08725,-1.086,0.078,-0.006,1.042
0.142,-0.08825,-1.08675,0.07775,-0.00675,1.041
0.14175,-0.08825,-1.086,0.0775,-0.006,1.041
0.142,-0.08825,-1.0855,0.07700001,-0.00575,1.0405
0.14,-0.09025001,-1.085,0.0785,-0.00625,1.042
0.1435,-0.08925001,-1.086,0.078,-0.006,1.0425
0.14075,-0.09100001,-1.08475,0.075,-0.0055,1.0405
0.14225,-0.08800001,-1.0875,0.07650001,-0.0055,1.04075
0.14275,-0.08875,-1.0865,0.07575,-0.008,1.03975
0.1415,-0.08675,-1.08675,0.07775,-0.00675,1.042
0.1415,-0.0885,-1.085,0.079,-0.00575,1.042
0.1415,-0.08750001,-1.08525,0.0755,-0.005,1.04025
0.14,-0.0895,-1.084,0.07725,-0.006,1.041
0.14025,-0.08975001,-1.085,0.0775,-0.005,1.04125
0.14175,-0.09,-1.0855,0.07600001,-0.00525,1.04075
0.142,-0.08925001,-1.08525,0.07775,-0.006,1.0425
0.143,-0.0885,-1.08625,0.0775,-0.00675,1.0415
0.14275,-0.0895,-1.08525,0.07725,-0.0075,1.04225
0.141,-0.0885,-1.0845,0.078,-0.00625,1.0425
0.1385,-0.09,-1.08375,0.07675,-0.006,1.04025
0.14125,-0.08825,-1.0855,0.079,-0.0075,1.0415
0.1405,-0.0885,-1.08525,0.07925,-0.00775,1.04125
0.14125,-0.08825,-1.085,0.07875001,-0.00625,1.04225
0.141,-0.08875,-1.08475,0.07775,-0.00575,1.04125
0.1415,-0.089,-1.08475,0.0775,-0.00625,1.0415
0.1435,-0.0895,-1.0865,0.07650001,-0.006,1.04125
0.1425,-0.08800001,-1.0865,0.07675,-0.006,1.0405
0.14175,-0.08825,-1.08625,0.0775,-0.0055,1.0425
0.141,-0.08800001,-1.0855,0.07875001,-0.006,1.04175
0.14,-0.08925001,-1.0845,0.07650001,-0.00625,1.04125
0.143,-0.08800001,-1.087,0.07925,-0.00725,1.04175
0.14125,-0.08825,-1.085,0.07875001,-0.0075,1.0415
0.14125,-0.08800001,-1.0865,0.07775,-0.00725,1.043
0.141,-0.0895,-1.085,0.07775,-0.00725,1.042
0.141,-0.0895,-1.085,0.07775,-0.00725,1.042
0.14225,-0.08875,-1.085,0.078,-0.007,1.0415
0.142,-0.089,-1.0855,0.078,-0.0065,1.04225
0.142,-0.08800001,-1.08525,0.07875001,-0.00575,1.0415
0.14175,-0.08725,-1.0865,0.0775,-0.00725,1.04075
0.1405,-0.08925001,-1.0845,0.07925,-0.006,1.0425
0.14175,-0.08875,-1.086,0.078,-0.0055,1.0415
0.1425,-0.0885,-1.087,0.07700001,-0.0065,1.042
0.1415,-0.0885,-1.08425,0.07700001,-0.00675,1.04225
0.14225,-0.089,-1.08675,0.07700001,-0.0075,1.043
0.1395,-0.09025001,-1.0835,0.07625,-0.0055,1.04125
0.14275,-0.0885,-1.0865,0.07825001,-0.00775,1.0415
0.14125,-0.08825,-1.085,0.07675,-0.00725,1.04025
0.14,-0.0895,-1.08475,0.07825001,-0.00575,1.042
0.14025,-0.08925001,-1.0855,0.0775,-0.006,1.04075
0.14075,-0.08975001,-1.08525,0.0775,-0.00675,1.0425
0.14175,-0.08925001,-1.0855,0.0775,-0.00575,1.0415
0.14225,-0.08925001,-1.0855,0.07675,-0.006,1.042
0.14225,-0.08750001,-1.0865,0.07625,-0.00475,1.04075
0.14275,-0.0885,-1.086,0.07700001,-0.007,1.04175
0.1415,-0.08975001,-1.0845,0.07875001,-0.006,1.04125
0.14125,-0.087,-1.087,0.0775,-0.0075,1.04125
0.14125,-0.08750001,-1.08625,0.078,-0.00525,1.041
0.142,-0.087,-1.08675,0.078,-0.00625,1.04125
0.1425,-0.08775,-1.08575,0.07700001,-0.0075,1.041
0.1425,-0.08775,-1.08575,0.0775,-0.006,1.0415
0.14175,-0.08925001,-1.085,0.07625,-0.00525,1.041
0.14225,-0.089,-1.086,0.07775,-0.00625,1.04125
0.14225,-0.08925001,-1.0855,0.07725,-0.006,1.04075
0.14175,-0.08825,-1.08675,0.07775,-0.00675,1.04125
0.14175,-0.08825,-1.08675,0.07775,-0.00675,1.04125
0.1395,-0.0895,-1.084,0.07775,-0.005,1.0415
0.142,-0.08875,-1.085,0.07925,-0.0065,1.042
0.14175,-0.08750001,-1.08575,0.0775,-0.006,1.0415
0.1415,-0.08975001,-1.08525,0.07725,-0.0065,1.04125
0.14125,-0.089,-1.08475,0.0775,-0.007,1.0415
0.14275,-0.08925001,-1.086,0.0775,-0.00575,1.04225
0.14275,-0.08775,-1.08625,0.0785,-0.00625,1.042
0.14125,-0.089,-1.08575,0.078,-0.007,1.041
0.14225,-0.0885,-1.0865,0.0775,-0.00675,1.0415
0.141,-0.08875,-1.08425,0.07725,-0.00575,1.041
0.14225,-0.08800001,-1.0865,0.079,-0.00675,1.04175
0.1415,-0.0885,-1.08525,0.07575,-0.0055,1.04
0.14175,-0.08825,-1.085,0.078,-0.006,1.04125
0.142,-0.08925001,-1.08575,0.078,-0.006,1.04125
0.1435,-0.09,-1.08575,0.07775,-0.0075,1.0425
0.14275,-0.0885,-1.086,0.0785,-0.00675,1.04125
0.139,-0.09,-1.0835,0.079,-0.00675,1.04075
0.14175,-0.087,-1.0875,0.0785,-0.00675,1.04225
0.1415,-0.08925001,-1.0845,0.07925,-0.0065,1.042
0.1405,-0.08775,-1.0865,0.0775,-0.007,1.0425
0.14275,-0.089,-1.0865,0.07675,-0.0055,1.04175
0.14225,-0.089,-1.0865,0.07700001,-0.00575,1.041
0.1425,-0.08825,-1.08675,0.0775,-0.0055,1.0405
0.1425,-0.08825,-1.08675,0.0775,-0.0055,1.0405
0.14125,-0.08925001,-1.08475,0.07700001,-0.006,1.04025
0.14125,-0.08925001,-1.08475,0.0775,-0.006,1.041
0.14175,-0.08750001,-1.08525,0.0785,-0.00675,1.04075
0.14275,-0.08750001,-1.08625,0.07875001,-0.006,1.042
0.1415,-0.08750001,-1.0885,0.07775,-0.0055,1.041
0.1415,-0.08750001,-1.0885,0.07775,-0.0055,1.041
0.14325,-0.0885,-1.08675,0.07825001,-0.00575,1.04175
0.14225,-0.08775,-1.085,0.0795,-0.006,1.04175
0.14225,-0.08775,-1.085,0.0785,-0.007,1.041
0.14225,-0.0885,-1.0855,0.07875001,-0.00725,1.04125
0.14125,-0.08875,-1.08475,0.07875001,-0.00725,1.04125
0.14125,-0.08875,-1.08475,0.07875001,-0.00725,1.04125
0.1425,-0.08775,-1.08675,0.07875001,-0.00625,1.0415
0.14125,-0.09,-1.085,0.078,-0.00525,1.0415
0.143,-0.09,-1.08625,0.07775,-0.00475,1.0415
0.14275,-0.089,-1.086,0.078,-0.00575,1.0405
0.14225,-0.089,-1.08525,0.07725,-0.00625,1.04175
0.14225,-0.089,-1.08525,0.0785,-0.007,1.04225
0.142,-0.08775,-1.086,0.07825001,-0.0065,1.04125
0.1405,-0.09,-1.0855,0.07825001,-0.0065,1.04125
0.14325,-0.08800001,-1.087,0.079,-0.00675,1.041
0.1425,-0.08825,-1.08575,0.07825001,-0.0055,1.04175
0.142,-0.089,-1.08575,0.078,-0.00525,1.04225
0.142,-0.089,-1.08575,0.078,-0.00525,1.04225
0.141,-0.08925001,-1.085,0.0775,-0.0065,1.04125
0.1415,-0.08925001,-1.08575,0.0775,-0.0065,1.04125
0.1415,-0.08925001,-1.08575,0.0775,-0.0065,1.04125
0.1415,-0.08925001,-1.08575,0.0775,-0.0065,1.04125
0.1415,-0.08800001,-1.08625,0.078,-0.0065,1.0425
0.14175,-0.08825,-1.08625,0.079,-0.00575,1.04175
0.14175,-0.08825,-1.08625,0.079,-0.00575,1.04175
0.143,-0.08925001,-1.08475,0.07925,-0.007,1.0415
0.141,-0.08825,-1.0875,0.07775,-0.006,1.04075
0.14125,-0.0885,-1.08475,0.07875001,-0.007,1.04275
0.1405,-0.08875,-1.08525,0.07775,-0.00625,1.0405
0.14125,-0.08800001,-1.086,0.078,-0.00575,1.04075
0.14075,-0.08875,-1.08675,0.07700001,-0.0065,1.04075
0.14125,-0.08750001,-1.08625,0.0785,-0.0055,1.04225
0.14175,-0.08925001,-1.086,0.07825001,-0.006,1.04175
0.141,-0.08825,-1.0855,0.07775,-0.0055,1.042
0.142,-0.08875,-1.086,0.07775,-0.0055,1.042
0.1415,-0.08675,-1.087,0.079,-0.00725,1.042
0.14125,-0.089,-1.085,0.079,-0.00625,1.04175
0.14175,-0.08725,-1.08675,0.07825001,-0.00575,1.04175
0.141,-0.08975001,-1.08525,0.07825001,-0.006,1.0405
0.14225,-0.08825,-1.08575,0.07775,-0.00625,1.042
0.143,-0.08825,-1.08625,0.07775,-0.00625,1.042
0.14175,-0.08825,-1.0865,0.07825001,-0.006,1.042
0.14075,-0.08875,-1.0855,0.0775,-0.00525,1.04125
0.14175,-0.08775,-1.0855,0.078,-0.00475,1.041
0.142,-0.0885,-1.086,0.07925,-0.00625,1.042
0.14025,-0.08800001,-1.08625,0.0785,-0.00675,1.041
0.14025,-0.08800001,-1.08625,0.0785,-0.00675,1.041
0.14225,-0.0885,-1.086,0.0775,-0.00625,1.042
0.1415,-0.08825,-1.086,0.078,-0.0065,1.04125
0.14225,-0.08925001,-1.08575,0.0775,-0.0065,1.042
0.14225,-0.08725,-1.08575,0.078,-0.00625,1.0415
0.14225,-0.08725,-1.08575,0.07825001,-0.00725,1.0415
0.14225,-0.08725,-1.08575,0.07825001,-0.00725,1.0415
0.141,-0.08825,-1.08575,0.0785,-0.00625,1.041
0.142,-0.08800001,-1.08625,0.0785,-0.006,1.04275
0.142,-0.08800001,-1.08625,0.0785,-0.006,1.04275
0.142,-0.08800001,-1.08625,0.0785,-0.006,1.04275
0.14225,-0.08825,-1.08625,0.07775,-0.0065,1.04125
0.1425,-0.08775,-1.08525,0.078,-0.0065,1.0415
0.14225,-0.08925001,-1.085,0.07875001,-0.00575,1.0415
0.14225,-0.08925001,-1.085,0.07875001,-0.00575,1.0415
0.14125,-0.08750001,-1.0875,0.07700001,-0.0065,1.04125
0.14225,-0.0885,-1.0865,0.07975,-0.008,1.04125
0.14175,-0.08925001,-1.08525,0.07650001,-0.00625,1.04025
0.14275,-0.08800001,-1.08625,0.07725,-0.0065,1.041
0.14175,-0.08800001,-1.08725,0.0755,-0.0075,1.04
0.14225,-0.089,-1.085,0.07700001,-0.00725,1.0425
0.1405,-0.08875,-1.084,0.0785,-0.00575,1.04125
0.1405,-0.08875,-1.084,0.0785,-0.00575,1.04125
0.142,-0.08800001,-1.08725,0.07825001,-0.00575,1.041
0.142,-0.0885,-1.0865,0.07625,-0.006,1.04025
0.142,-0.0885,-1.0865,0.07625,-0.006,1.04025
0.142,-0.0885,-1.0865,0.07625,-0.006,1.04025
0.142,-0.0885,-1.0865,0.07625,-0.006,1.04025
0.142,-0.08775,-1.08625,0.0785,-0.0065,1.041
0.14175,-0.08775,-1.0855,0.07650001,-0.00725,1.04075
0.14175,-0.0885,-1.08525,0.0795,-0.007,1.04175
0.14325,-0.08775,-1.0865,0.079,-0.00525,1.042
0.143,-0.089,-1.08625,0.079,-0.00775,1.04225
0.14225,-0.08875,-1.08575,0.07825001,-0.00575,1.04125
0.14275,-0.08775,-1.08725,0.07775,-0.0055,1.0405
0.14175,-0.08775,-1.08625,0.079,-0.0055,1.041
0.14225,-0.08825,-1.086,0.0785,-0.0075,1.04225
0.13975,-0.0905,-1.08475,0.0785,-0.0065,1.041
0.141,-0.0885,-1.08725,0.07775,-0.006,1.04075
0.1415,-0.08775,-1.086,0.07675,-0.00525,1.04125
0.142,-0.08825,-1.08625,0.0795,-0.007,1.04175
0.143,-0.08725,-1.08625,0.07875001,-0.00625,1.0425
0.141,-0.08775,-1.0855,0.078,-0.00625,1.042
0.141,-0.08925001,-1.08575,0.07775,-0.00525,1.04125
0.142,-0.08875,-1.086,0.07775,-0.00575,1.04175
0.14125,-0.0885,-1.0855,0.07700001,-0.00625,1.041
0.14125,-0.08875,-1.085,0.079,-0.0065,1.04225
0.1415,-0.08875,-1.0855,0.07700001,-0.00625,1.04175
0.142,-0.08800001,-1.08575,0.07650001,-0.00725,1.04175
0.14225,-0.08875,-1.08525,0.07700001,-0.00625,1.04125
0.14375,-0.089,-1.08625,0.0785,-0.0075,1.04225
0.14025,-0.09,-1.08425,0.07650001,-0.00625,1.0395
0.14225,-0.08825,-1.0865,0.07650001,-0.00675,1.04075
0.14175,-0.08925001,-1.0845,0.07825001,-0.00675,1.0405
0.143,-0.08825,-1.0875,0.07925,-0.00725,1.0415
0.14025,-0.09025001,-1.084,0.07775,-0.00675,1.0415
0.14275,-0.089,-1.087,0.07625,-0.00625,1.042
0.1405,-0.0895,-1.08475,0.07675,-0.0065,1.04175
0.142,-0.089,-1.08475,0.0775,-0.00675,1.0415
0.1425,-0.08875,-1.08525,0.07700001,-0.0055,1.04075
0.14175,-0.08775,-1.08725,0.079,-0.006,1.04125
0.1425,-0.08825,-1.0865,0.07775,-0.006,1.04125
0.14275,-0.08775,-1.087,0.079,-0.00725,1.04225
0.143,-0.08800001,-1.087,0.078,-0.00675,1.0415
0.14025,-0.089,-1.0835,0.078,-0.006,1.0405
0.14175,-0.08750001,-1.0865,0.07725,-0.00725,1.0405
0.1415,-0.08875,-1.086,0.07825001,-0.00575,1.04075
0.1425,-0.0895,-1.08525,0.0785,-0.0065,1.0415
0.14225,-0.08775,-1.0865,0.078,-0.00625,1.0415
0.142,-0.0885,-1.08525,0.078,-0.00675,1.04175
0.14,-0.08925001,-1.08425,0.078,-0.00575,1.042
0.1415,-0.08800001,-1.08625,0.079,-0.00675,1.042
0.142,-0.08925001,-1.08525,0.0775,-0.00625,1.0415
0.14125,-0.08825,-1.08575,0.078,-0.0055,1.04125
0.14,-0.0885,-1.0855,0.07775,-0.0055,1.04125
0.1405,-0.08775,-1.08575,0.078,-0.006,1.043
0.142,-0.08800001,-1.087,0.0785,-0.00725,1.04225
0.14225,-0.0885,-1.0865,0.07775,-0.00675,1.041
0.142,-0.08875,-1.08575,0.078,-0.00675,1.0415
0.14175,-0.089,-1.08575,0.078,-0.00625,1.042
0.1415,-0.08800001,-1.08525,0.07875001,-0.00675,1.0415
0.1415,-0.089,-1.08575,0.0785,-0.007,1.0415
0.14225,-0.08825,-1.0865,0.0785,-0.00675,1.042
0.1405,-0.0885,-1.085,0.07875001,-0.00625,1.04175
0.1425,-0.08875,-1.086,0.07700001,-0.0055,1.041
0.14325,-0.0895,-1.0865,0.07725,-0.00725,1.04125
0.142,-0.0885,-1.086,0.07725,-0.007,1.04075
0.14,-0.09,-1.08425,0.0775,-0.006,1.04175
0.14025,-0.08825,-1.0855,0.07625,-0.006,1.03975
0.1425,-0.08750001,-1.0865,0.0775,-0.0075,1.03975
0.143,-0.08825,-1.087,0.0775,-0.006,1.04
0.1405,-0.0885,-1.08475,0.07825001,-0.00625,1.042
0.1415,-0.0885,-1.08525,0.07825001,-0.00525,1.04175
0.14075,-0.08975001,-1.085,0.07925,-0.0075,1.04175
0.14075,-0.08975001,-1.085,0.07925,-0.0075,1.04175
0.1415,-0.0895,-1.08525,0.07875001,-0.006,1.04125
0.14275,-0.0885,-1.0865,0.078,-0.00625,1.041
0.14225,-0.08800001,-1.08575,0.07825001,-0.00625,1.0415
0.1415,-0.08775,-1.0855,0.0795,-0.007,1.042
0.14325,-0.08750001,-1.086,0.07875001,-0.0065,1.0425
0.1415,-0.0885,-1.0855,0.0775,-0.00625,1.0415
0.14125,-0.08775,-1.087,0.07825001,-0.006,1.0425
0.14125,-0.08825,-1.08475,0.07825001,-0.0065,1.0405
0.14175,-0.08875,-1.085,0.07825001,-0.0065,1.0405
0.14075,-0.089,-1.08525,0.0785,-0.0065,1.041
0.14175,-0.08800001,-1.08675,0.07925,-0.00675,1.04225
0.1415,-0.08875,-1.0855,0.0775,-0.00675,1.04175
0.14125,-0.08875,-1.0855,0.07825001,-0.00625,1.042
0.141,-0.0885,-1.085,0.07650001,-0.00625,1.04
0.13975,-0.089,-1.0845,0.07825001,-0.005,1.0415
0.1395,-0.09,-1.08475,0.0785,-0.0055,1.0415
0.1415,-0.08825,-1.086,0.079,-0.007,1.04225
0.14125,-0.08825,-1.08575,0.07825001,-0.007,1.0415
0.1425,-0.089,-1.0855,0.0775,-0.00525,1.04175
0.14225,-0.08825,-1.086,0.07725,-0.00625,1.0415
0.142,-0.08875,-1.0855,0.07675,-0.00625,1.041
0.14225,-0.08725,-1.08625,0.07825001,-0.00675,1.04125
0.14125,-0.08725,-1.08575,0.0775,-0.00725,1.0405
0.1415,-0.08825,-1.08625,0.07675,-0.00575,1.0395
0.1415,-0.08825,-1.08625,0.07675,-0.00575,1.0395
0.14225,-0.08925001,-1.08625,0.0785,-0.006,1.042
0.1435,-0.08975001,-1.085,0.07825001,-0.0065,1.04175
0.14275,-0.09,-1.08575,0.07825001,-0.0065,1.04175
0.141,-0.09025001,-1.0845,0.0785,-0.00625,1.04225
0.14075,-0.09,-1.085,0.07775,-0.006,1.0395
0.14175,-0.089,-1.08475,0.0795,-0.007,1.0415
0.142,-0.087,-1.0875,0.07675,-0.0075,1.04
0.142,-0.087,-1.0875,0.07675,-0.0075,1.04
0.14225,-0.08825,-1.086,0.07725,-0.0065,1.04075
0.1415,-0.0895,-1.08525,0.0785,-0.007,1.04325
0.14225,-0.08750001,-1.08625,0.07675,-0.007,1.04
0.1415,-0.08975001,-1.08525,0.0775,-0.00675,1.04075
0.14025,-0.0895,-1.0845,0.07775,-0.00575,1.04075
0.1415,-0.08800001,-1.087,0.0795,-0.0065,1.04225
0.14175,-0.0895,-1.0855,0.0785,-0.0055,1.04075
0.14125,-0.08725,-1.0875,0.0785,-0.00725,1.042
0.1415,-0.089,-1.08425,0.079,-0.0065,1.04275
0.14125,-0.08725,-1.087,0.07625,-0.00625,1.041
0.139,-0.09025001,-1.084,0.0775,-0.00575,1.0405
0.142,-0.08675,-1.08675,0.07925,-0.00725,1.04225
0.14175,-0.08775,-1.0875,0.07700001,-0.0065,1.041
0.1425,-0.08800001,-1.08625,0.07725,-0.0075,1.04275
0.1425,-0.089,-1.08525,0.07775,-0.0055,1.04125
0.1405,-0.0895,-1.08475,0.07700001,-0.00725,1.04225
0.142,-0.0885,-1.08475,0.079,-0.00725,1.0415
0.142,-0.0885,-1.08475,0.079,-0.00725,1.0415
0.1415,-0.08800001,-1.08575,0.07825001,-0.00675,1.04175
0.142,-0.08925001,-1.085,0.07675,-0.0055,1.04075
0.1425,-0.0895,-1.0855,0.07725,-0.005,1.0415
0.14325,-0.08925001,-1.086,0.07875001,-0.00625,1.04275
0.142,-0.0895,-1.0855,0.07700001,-0.007,1.041
0.14225,-0.08775,-1.08625,0.0775,-0.00675,1.041
0.14125,-0.08675,-1.0875,0.07775,-0.00675,1.04075
0.142,-0.08825,-1.087,0.07875001,-0.007,1.042
0.14175,-0.08800001,-1.08625,0.07775,-0.0055,1.0405
0.14275,-0.08875,-1.08675,0.07825001,-0.006,1.04275
0.14375,-0.0905,-1.0855,0.07700001,-0.005,1.04075
0.14375,-0.0905,-1.0855,0.07700001,-0.005,1.04075
0.142,-0.08975001,-1.08525,0.079,-0.00525,1.04125
0.14175,-0.089,-1.08575,0.07875001,-0.00675,1.042
0.14075,-0.0895,-1.085,0.079,-0.00525,1.041
0.1385,-0.08925001,-1.08375,0.07600001,-0.00575,1.03975
0.1415,-0.0885,-1.0855,0.07875001,-0.007,1.04225
0.1415,-0.08800001,-1.0855,0.07625,-0.00675,1.041
0.1415,-0.08825,-1.086,0.07575,-0.00625,1.04
0.1425,-0.08825,-1.08525,0.07925,-0.00625,1.042
0.1405,-0.0895,-1.08475,0.07775,-0.007,1.0415
0.14075,-0.08825,-1.08575,0.07725,-0.00475,1.0405
0.141,-0.08725,-1.0875,0.07725,-0.0055,1.04225
0.14125,-0.0885,-1.08625,0.0775,-0.0065,1.04175
0.14125,-0.0885,-1.08625,0.0775,-0.0065,1.04175
0.141,-0.08875,-1.08475,0.07675,-0.00725,1.0425
0.14225,-0.08750001,-1.08675,0.0775,-0.007,1.04075
0.141,-0.08925001,-1.0855,0.07600001,-0.00675,1.0405
0.14225,-0.08800001,-1.087,0.07675,-0.0065,1.04225
0.1405,-0.08975001,-1.0845,0.078,-0.006,1.04125
0.14225,-0.0895,-1.08575,0.07675,-0.007,1.0415
0.14275,-0.08800001,-1.08625,0.07625,-0.00625,1.04025
0.14175,-0.08875,-1.08525,0.07650001,-0.00625,1.041
0.141,-0.08925001,-1.08525,0.07925,-0.00675,1.042
0.142,-0.089,-1.08425,0.08050001,-0.00675,1.0425
0.14125,-0.08875,-1.08625,0.07875001,-0.00575,1.0425
0.14075,-0.08925001,-1.085,0.0795,-0.0065,1.04225
0.142,-0.089,-1.0865,0.07875001,-0.0055,1.04225
0.142,-0.089,-1.085,0.07825001,-0.00675,1.04175
0.14125,-0.08800001,-1.085,0.0795,-0.007,1.04225
0.142,-0.08825,-1.08575,0.0785,-0.00675,1.04125
0.1415,-0.0885,-1.08575,0.0795,-0.00675,1.0415
0.14125,-0.08975001,-1.08575,0.0785,-0.00725,1.042
0.143,-0.089,-1.0855,0.0775,-0.00575,1.0435
0.142,-0.08800001,-1.08575,0.07775,-0.0055,1.04225
0.14175,-0.08875,-1.08575,0.0785,-0.00625,1.043
0.1415,-0.08800001,-1.086,0.0755,-0.00675,1.03975
0.14225,-0.087,-1.086,0.079,-0.0075,1.04175
0.13875,-0.08975001,-1.084,0.079,-0.0065,1.04125
0.1395,-0.09,-1.0845,0.078,-0.00625,1.04225
0.141,-0.08775,-1.08825,0.07675,-0.00575,1.0415
0.14125,-0.09025001,-1.0835,0.07875001,-0.007,1.04125
0.13975,-0.08925001,-1.085,0.07700001,-0.00725,1.0425
0.13925,-0.08875,-1.085,0.07725,-0.006,1.0395
0.1415,-0.08750001,-1.08775,0.07875001,-0.007,1.042
0.1405,-0.08725,-1.08775,0.0775,-0.00625,1.0415
0.1405,-0.08975001,-1.08475,0.07775,-0.00575,1.0425
0.142,-0.08875,-1.0855,0.078,-0.0065,1.04225
0.1425,-0.0905,-1.08575,0.07700001,-0.00575,1.04125
0.14175,-0.08875,-1.087,0.07700001,-0.00575,1.04125
0.14075,-0.09,-1.08525,0.07925,-0.0075,1.04175
0.1415,-0.08775,-1.08775,0.08000001,-0.007,1.042
0.1415,-0.08775,-1.085,0.078,-0.0075,1.0415
0.1405,-0.08875,-1.0855,0.078,-0.00575,1.042
0.143,-0.08825,-1.08675,0.07825001,-0.00625,1.0425
0.141,-0.08975001,-1.08425,0.078,-0.00575,1.0415
0.14225,-0.08800001,-1.08625,0.079,-0.006,1.04225
0.14025,-0.0885,-1.08525,0.07925,-0.00675,1.041
0.142,-0.08875,-1.0865,0.079,-0.006,1.04125
0.1425,-0.08875,-1.0855,0.07925,-0.007,1.0425
0.142,-0.08800001,-1.08675,0.0775,-0.0065,1.04325
0.143,-0.08925001,-1.08625,0.07775,-0.00625,1.04175
0.141,-0.08925001,-1.08525,0.07650001,-0.006,1.04025
0.1405,-0.08975001,-1.08475,0.07700001,-0.00575,1.04075
0.14125,-0.08875,-1.08475,0.07775,-0.00625,1.04125
0.14275,-0.0885,-1.08675,0.0785,-0.0065,1.04125
0.14225,-0.08825,-1.08625,0.07725,-0.00575,1.04175
